"","X1","business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open"
"169",358,"rmHgqdVkLsGN2byesWRo0w","Brewster's Pub","2825 Route 73 S","Maple Shade","NJ","08052",39.9394973,-74.9743023,3.5,12,1
"170",360,"JfGfqCnk0-Tnf6PlahPUJQ","Burger Village","6187 Currents Drive NW","Edmonton","AB","T6W 0L9",53.436403,-113.604288,4,10,1
"171",361,"aNXw3PkXVt8ANwLyCfcmpg","McDonald's","2333 Welsh Rd","Lansdale","PA","19446",40.2637063378,-75.3179157563,1.5,17,1
"172",365,"GVqXNt0HKJLpciN9ePxnWw","Crown Fried Chicken","1128 S Broad St","Philadelphia","PA","19146",39.9368911,-75.1672837,2.5,16,1
"173",366,"KUx_q3nzqUINYgUTrZc9OA","Pita Pit","845 E University Blvd","Tucson","AZ","85719",32.2319918,-110.9584924,3,9,0
"174",367,"j-PaHu9iyJBlzKJZYN2smA","Snacks By The Pound","107A East Glenside Ave, Ste 1a","Glenside","PA","19038",40.1001131,-75.1515328,3.5,8,1
"175",370,"VeqkfRUzZAKlQer3npXPdQ","New India's Kitchen","14222 Manchester Rd","Ballwin","MO","63011",38.5920571,-90.5035651,4,130,0
"176",371,"JwBTq6IOFH97b9Hr6RT7pw","Reinette Café & Patisserie","2890-8882 170 Street NW","Edmonton","AB","T5T 4J2",53.5225968429,-113.61922974,3,5,1
"177",372,"dChRGpit9fM_kZK5pafNyA","The Love","130 S 18th St","Philadelphia","PA","19103",39.9506555,-75.1708991,4,618,1
"178",373,"uyc-S7lauYjzouYQ2TM76A","Papa John's Pizza","9817 W Florissant Ave","Saint Louis","MO","63136",38.7461593,-90.2798145,2,9,1
"179",376,"2_gRg3_oWK3GoiB-OpcDHA","CedarBrook Deli","24 N Rt 73","Cedarbrook","NJ","08018",39.721471,-74.9016858,3.5,5,0
"180",378,"YE2TePip0TxcdquF5hGauQ","JoJo's Hot Dogs and BBQ","240 Longhollow Pike","Goodlettsville","TN","37072",36.3260267,-86.7040631,4.5,14,1
"181",381,"KdkMXzeoqpfNsZd-_axoTQ","emPIEnada","3683 Kings Row","Reno","NV","89503",39.5428346,-119.8569115,4.5,41,1
"182",383,"iBRXLFWD7PeSYDbKsd_JTw","Mai Thai Restaurant","875 E Bloomingdale Ave","Brandon","FL","33511",27.8915738378,-82.2725105,4.5,27,0
"183",386,"od6skmfXz9twktEAuJHEmw","Ryan Christopher","245 Woodbine Ave","Narberth","PA","19072",40.0099504,-75.2591858,4,120,1
"184",387,"sUQ-OfJYSNfz-cimEjoaXQ","Soho Oasis Cafe","410 S Howard Ave","Tampa","FL","33606",27.9402059,-82.4828837,3.5,7,0
"185",389,"cDekcTE1qwpz8ROlYixhqg","Philly Homebrew Outlet East","1447 N American St","Philadelphia","PA","19122",39.9736806,-75.1396479,5,32,0
"186",391,"j9Kaj_6tSeXmVMYCgZithg","Noble Crust","28330 Paseo Dr","Wesley Chapel","FL","33543",28.188219,-82.347274,4.5,496,1
"187",392,"EIlFs8kybcG-l60GJjNUIA","Domino's Pizza","3800 Tampa Rd, Ste 180","Oldsmar","FL","34677",28.0420037,-82.6746125,2.5,20,1
"188",394,"z9wCTHYI2VZy9YIblwSsgg","The Silo Eatery Coffee Bakery","9036 Brittany Way, Bldg 18","Tampa","FL","33619",27.9464963776,-82.3555628732,4,5,0
"189",395,"cl5NjtALgaX7E-WL2DtiYQ","Liberty City Roasters","222R US Hwy 13","Bristol","PA","19007",40.100524,-74.865196,4.5,8,1
"190",401,"4xhGQGdGqU60BIznBjqnuA","California Tacos and Taproom","956 Embarcadero Del Norte","Isla Vista","CA","93117",34.4115552,-119.8550772,4,49,0
"191",403,"juVJO2kMrHwCYXwQQmv1Tg","Sidekicks Pizza","1105 Shelby St","Indianapolis","IN","46203",39.7520076,-86.1395724,4,45,0
"192",408,"Rz0KfP7YAZV_yQE8uIB0fg","El Sabor Boricua","11612 N Nebraska Ave","Tampa","FL","33612",28.0535153,-82.4534422,5,6,0
"193",409,"QWqKTWQ2OiDgo3dzNkpung","Jong Ka Jib","6600 N 5th St","Philadelphia","PA","19126",40.0520643,-75.1273939,4.5,351,1
"194",415,"Wt1W6qwCvna1KzIuJRJbwA","Tokyo Mandarin","370 Delsea Dr N","Glassboro","NJ","08028",39.7119376,-75.1109667,4,88,1
"195",417,"TO5-F6Rgt-_sYvRT9Cta-w","Apple Barn Cider Bar and General Store","109 Opry Mills Dr","Nashville","TN","37214",36.203404,-86.694768,4,5,0
"196",422,"fNssGWMjae-SUzyyGblspQ","Apron","47 E Kings Hwy","Haddonfield","NJ","08033",39.8971069811,-75.0342256956,4.5,24,0
"197",424,"QU6xxKwHXR6xQ5oi2yIKLw","Bulk Barn","8069 104 Street NW","Edmonton","AB","T6E 4E2",53.517033,-113.496687,4,33,1
"198",427,"kwQzVF5GP8DzdyBavvhIaQ","Fisherman's Cove Seafood","3201 Williams Blvd","Kenner","LA","70065",30.0144336,-90.2402643,4,91,0
"199",430,"wFXwmrlV8TiBS4Ac2-W_9g","MOSI Food Truck Rally","4801 East Fowler Ave","Tampa","FL","33617",28.0536294,-82.4044188,3.5,10,0
"200",431,"ifjluUv4VASwmFqEp8cWlQ","Marty's Pizza","2733 De La Vina St","Santa Barbara","CA","93105",34.4362361,-119.7261474,4,64,1
"201",433,"9RoAU2wAlH63Non9qrx3xQ","Gary's World of Wellness","4 W Mount Kirk Ave","Norristown","PA","19403",40.154956,-75.4013789,4,13,0
"202",435,"bPPy7yNFfb-6N_bHkn1qAw","Taste of the Caribbean",NA,"Indianapolis","IN","46201",39.7733919,-86.0860599,3,17,1
"203",436,"i_cFU5_dQexbjJA9rmf_WA","Marcie Blaine","108 S 13th St","Philadelphia","PA","19107",39.950036,-75.162158,3.5,8,1
"204",438,"bTC3m_GPWBp92Y5TTReyTA","Taco Truck Stl","2737 Cherokee","Saint Louis","MO","63118",38.5939549,-90.2291931,2.5,10,0
"205",440,"wQjhFPMKwN_z85aPEn6V4Q","Thai Tanic","202 Market Pl","Montgomeryville","PA","18936",40.2501841838,-75.2433013916,3,8,0
"206",441,"516L9-ZWyqVgzqjP5uW7Jg","The Corner Cafe and Deli","100 S Ashley Dr, Ste 220","Tampa","FL","33602",27.9444574,-82.4578244,4,6,1
"207",443,"7mpYTDb24SywNMRn3yeakQ","The Twisted Tail","509 S 2nd St","Philadelphia","PA","19147",39.9418766,-75.1451988,4,604,1
"208",445,"NpglDX_FUp3ybEzbBp4qhw","Summer Palace Chinese Restaurant","13399 Olive Blvd","Chesterfield","MO","63017",38.6811546,-90.496384,2.5,9,0
"209",446,"iEC0VzHM2hQ13wM7c0QwgQ","Metro Diner","2390 E Lincoln Hwy","Langhorne","PA","19047",40.180187,-74.87527,3.5,56,1
"210",450,"OlD8UoHqrKnLoZUFxuas_w","The Hip Hop Sandwich Shop","10470 Northcliffe Blvd","Spring Hill","FL","34608",28.4934721999,-82.546930168,2.5,5,1
"211",457,"D7z_V6E8cxXghSRcHAmUPg","La Bella China Restaurant","5680 S 12th Ave","Tucson","AZ","85706",32.149473,-110.9781864,4,92,1
"212",460,"gb7JjRJtzWDsIWpJihZhBQ","McDonald's","417 N Broadway","Pennsville","NJ","08070",39.6773020944,-75.4953995347,2,20,1
"213",461,"JPm93BlP-UHYPqFgK66JUw","Local Links","533 Station Ave","Haddon Heights","NJ","08035",39.8826936,-75.0583844,4.5,70,1
"214",470,"VeFfrEZ4iWaecrQg6Eq4cg","Cal Taco","7320 Hollister Ave, Ste 1","Goleta","CA","93117",34.4305419,-119.882367,4,189,1
"215",472,"5iuo1kvv0XZMS0bUOoLz2Q","Bistro St. Tropez","2400 Market St, Ste 427","Philadelphia","PA","19103",39.9535919923,-75.1794226902,3.5,163,0
"216",474,"Dl1alpHSJE4_iB0MGKRLXw","Johnny Rockets","5555 St. Louis Mills Blvd","Hazelwood","MO","63042",38.7860901654,-90.4157752544,2,6,0
"217",475,"hsyIDX4x4ndYEvPoJF6_1g","Merendero La Catrachitas","5639 S Kingshighway Blvd","St. Louis","MO","63109",38.5787245,-90.2822168,4.5,22,1
"218",476,"dk9zGFRJD2RXkHqAmFHOOA","Garage Pizza","2828 Canal St","New Orleans","LA","70119",29.9668143,-90.0895672,4,6,0
"219",479,"rR30b1XWbxZFFgLyGbfNAw","BODHI : Craft Bar + Thai Bistro","922 Massachusetts Ave","Indianapolis","IN","46202",39.7802203,-86.1418027,4.5,132,1
"220",481,"4QFqi8w3rlZTcc5LXKyPJw","Chris' Pizza Village Pleasant View","244 Village Sq Pleasent, Ste 100","View","TN","37146",36.387932573,-87.0147362534,4,31,1
"221",484,"iONfxRWQqA8pAPMZFNLaug","Nutrishop","2940 Providence Lakes Blvd","Brandon","FL","33511",27.9210171,-82.3272616,4,9,1
"222",496,"RsTF2skxLcp6qo9FdnA5PA","Pizza Hut","16 Summit Sq, Store 2B, Route 413 & Doublewoods Road","Langhorne","PA","19047",40.21786,-74.9266344309,1.5,18,0
"223",501,"uYBx50Yl_Jc-UYwFzudBsQ","Chew Doin Fried Chicken & Ramen","210 South Buchanan","Edwardsville","IL","62025",38.8105909,-89.9524841,3,10,0
"224",502,"bchZXVE4feVx4Q5rhIRCGg","NY Bagel Cafe & Deli","4514 B City Line Ave, Ste 220","Philadelphia","PA","19131",40.0027825,-75.2222705,3,52,0
"225",506,"GpFRwCHN0RI8yFbcfXjfUg","V Sandwiches","10127 100A Street NW","Edmonton","AB","T5J",53.5417173,-113.4919398,3.5,9,1
"226",509,"QZLOM3T6xl7y1Q6zqoqHWg","Freddy's Frozen Custard & Steakburgers","5051 Edgmont Ave","Brookhaven","PA","19015",39.879183,-75.396768,3.5,26,1
"227",514,"9qxMhGWjGsuPUoQB3Y74Wg","McDonald's","1119 N Tucker","St. Louis","MO","63101",38.6369079537,-90.1954829934,1.5,62,1
"228",518,"pJB63RaQpkTIKBhfTsLQQg","Biryani Hut","14350 Mundy Dr, Ste  700","Noblesville","IN","46060",39.9970877,-86.0023117,4,83,1
"229",523,"ngvE1G9IckUO-ljZBFo23w","Mumbai Bistro","930 Locust St","Philadelphia","PA","19107",39.947207,-75.1572515,4,217,0
"230",524,"46_2e1hnQ4csLrYnhn6bkw","Whetstone Tavern","700 S 5th St","Philadelphia","PA","19147",39.9408715785,-75.1510468125,4,166,0
"231",526,"TGfPJHImEq6AQL9a1laxlg","Chick-fil-A","9711 Roosevelt Blvd","Philadelphia","PA","19114",40.08178,-75.0267907,4,80,1
"232",529,"CPgWuWGZ4v2sZr5_-1kluw","Checkers","1208 N. Broad","Philadelphia","PA","19121",39.9719414,-75.159771,2,21,1
"233",536,"VCkSUsdL5P0p16DAPxVROA","NY Bagel & Deli Shop","1120 Buttonwood St","Philadelphia","PA","19123",39.960811,-75.1573883,4,31,1
"234",537,"dIpTuL2T1L98GQGU17IeSw","The Bricks","1327 E 7th Ave","Tampa","FL","33605",27.9600238,-82.4444005,4,548,1
"235",541,"XRkzSBTroG7kIdI7Z8ic6g","Piccadilly","2222 Clearview Pkwy, Ste 107","Metairie","LA","70001",29.994939,-90.18365,3,51,1
"236",542,"bf34LpGej_MZbOlAKB1beQ","Sherbrooke Liquor Store","11819 Saint Albert Trail NW","Edmonton","AB","T5L 5B5",53.5710863856,-113.548768193,4.5,77,1
"237",545,"SoJwDKedR7SJh7-G69C38A","Hong Kong Sunny","334 W Bridge St","New Hope","PA","18938",40.3639078093,-74.9660219123,3,18,0
"238",549,"FW1PXpUq-yOs-5O_gqz3AQ","Big Mike's BBQ","6901 Sheldon Rd","Tampa","FL","33615",28.0114997,-82.5828401,4.5,32,0
"239",551,"1tLrjXG-I9hkOoZxlbwDqw","Olde Black Horse","200 Fairfield Rd","Norristown","PA","19401",40.1083808,-75.318943,4,9,1
"240",552,"SlLfWzeYOrVBxCd-0QILZQ","The Boiling House","1990 Marlton Pike E, Ste 10","Cherry Hill","NJ","08003",39.8996609,-74.9532997,4,238,1
"241",553,"adATTqggIQX5xxLDISkFTw","Just Churros",NA,"Tucson","AZ","85705",32.2712313189,-110.9920754497,5,25,1
"242",554,"pNu5bd9aL3jcJClfdQ86MQ","Momo's Ouzaria Taverna","630 N And S Rd","St Louis","MO","63130",38.6603769097,-90.3371429443,3.5,243,0
"243",555,"bdfZdB2MTXlT6-RBjSIpQg","Pho Bistro","903 Embarcadero Del Norte","Isla Vista","CA","93117",34.4129345,-119.8555307,3,184,1
"244",556,"vxrGNnuEef7YCfB7mN08rA","Dunkin'","8150 Bryan Dairy Rd","Pinellas Park","FL","33777",27.8718285,-82.7502853,2,8,1
"245",557,"1EokZOnCDkjv2VtPtplyHw","Reno Downtown Joint","27 4th St N","St Petersburg","FL","33701",27.7717231748,-82.6383055959,4,10,0
"246",559,"ZpmSEd9N042IJanBiKlKiQ","Smoke & Thyme","701 W Fulton St","Boise","ID","83702",43.6111922,-116.2062753,4,19,1
"247",561,"42OM20QndpmsOSY6ccudBA","Union Teller Delicatessen","401 Union St","Nashville","TN","37219",36.1648001,-86.7799287,3.5,6,0
"248",566,"SwWfW3vBn5QkDE7T3urGAg","Persis Biryani Indian Grill","630 S Mount Juliet Rd, Ste 310","Mount Juliet","TN","37122",36.162142,-86.516006,4.5,246,1
"249",568,"W4rgF_1eKzFZiGUOsgbGMA","Amber Indian Restaurant","12510 N Meridian St","Carmel","IN","46032",39.9710819,-86.1601728,4,243,1
"250",569,"yN6jZyG1G1FG_HCZQlJZ1g","City Barbeque","9367 Ambleside Dr","Fishers","IN","46038",39.979376,-86.001692,4,188,1
"251",570,"00szsg8vQy6yX5f-m9sI4A","None Such Farm Market","4458 York Rd","Buckingham","PA","18912",40.31862,-75.066274,4,36,1
"252",571,"WmnPtMtY0elYVStooCTfng","Barista Cafe","529 Cinnaminson Ave","Palmyra","NJ","08065",40.0043533,-75.0222651,4.5,12,0
"253",572,"wCgIJhH_CTuwsSZPcafkng","Dunkin' Donuts","4225 S E St","Indianapolis","IN","46227",39.7038868163,-86.1483024479,2,19,0
"254",574,"PW5eZM5RAQEhy3wgovChhQ","Cafe Victoria's","325 N 12th St","Philadelphia","PA","19107",39.958422,-75.158257,3,29,0
"255",576,"jGewGnIYcf9LFBcR8lMC5g","Picasso Restaurant & Bar","36 W State St","Media","PA","19063",39.9179115,-75.390854,3,34,0
"256",583,"-lVTNjVoTMOkD-eT--u0oA","El Rancho Nuevo","1644 Country Club Plaza Dr","Saint Charles","MO","63303",38.7687445,-90.5219795,3.5,66,1
"257",584,"Jft1PUUQGH4DoC2S1zsABg","Poppy's Ice Cream","1515 E Judge Perez Dr, Ste 5","Chalmette","LA","70043",29.9381313,-89.9492226,4.5,6,1
"258",587,"jDCk9DEwSS_TamliID4QuQ","Norma's Sweets Bakery","3221 Georgia Ave","Kenner","LA","70065",30.014963,-90.2391014,4,26,1
"259",589,"TCxvQgfBD6_JjOM3N1VPRA","High Ridge Family Diner","4560 Gravois Rd","High Ridge","MO","63049",38.4863979071,-90.5041513042,4.5,8,1
"260",590,"6_Zf2QsRHCH1RhbzA9inyw","Starbucks","8602 Hillsborough Ave","Tampa","FL","33615",27.9963703,-82.580954,3,56,1
"261",592,"lPPYZr1_jx0XeW-xR9WJtw","DOSC","10190 - 104 Street NW, Main Floor","Edmonton","AB","T5J 1A7",53.5428720873,-113.4995122836,4,87,1
"262",593,"0sr1EyOc6Td1C-962QW88w","La Cucina Italian Eatery","1642 Butler Pike","Conshohocken","PA","19428",40.088398,-75.2926963,4,44,1
"263",595,"SFKjUQ1gmfwm7cJhMCFmkA","ZigZag Scallop","4417 Calienta St","Hernando Beach","FL","34607",28.4977,-82.650015,4,214,1
"264",596,"GJpAeUSsPIsVK6_0Lfuekg","Auntie Anne's","8094 Citrus Park Town Center Mall","Tampa","FL","33625",28.0686496,-82.5751466,2,7,1
"265",597,"frsWe9bmMOMIBOBNzsCTew","African Palace Bar And Grill","4005 7 Hills Dr","Florissant","MO","63033",38.7790065,-90.2800209,4,26,1
"266",598,"-H6s1c2NRic5UKxXqi4FdQ","Bagelicious and More","1232 Kingsway Rd","Brandon","FL","33510",27.9588017985,-82.2789713027,3.5,7,0
"267",601,"xwSWtJcQkzTF6HNm_IMgcg","Rusty's Pizza Parlor","270 Storke Rd","Goleta","CA","93117",34.4290427,-119.8693616,2.5,94,1
"268",608,"yFqq66GxRjnhZXPgjA6hnw","KFC","716 Adams Ave","Philadelphia","PA","19124",40.031578,-75.104787,2,7,1
"269",610,"IbndcMURguByburM72o3SA","State Street Kitchen","24 S State St","Newtown","PA","18940",40.2285432,-74.9370146,4.5,124,1
"270",611,"1oDLf788824qQh-8Shl3sw","Boogyz Donuts","6951 Olive Blvd","University City","MO","63130",38.665449,-90.3147533,5,49,1
"271",613,"Iipfa9Kaac9XH5Vo8GQwvg","Starbucks","5956 153 Avenue","Edmonton","AB","T5Y 2W1",53.6161467,-113.4324244,3.5,10,1
"272",616,"diwwt5QBU3-Thig9SVlsOA","Brew Brothers","345 N Virginia St","Reno","NV","89501",39.5295616355,-119.8145651258,3.5,592,1
"273",618,"3uvFklejzRPwEPEZQ5vHYQ","Wawa","100 E Old Baltimore Pike","Media","PA","19063",39.916175541,-75.3876546369,3.5,14,1
"274",620,"0l_njS4wGMadAk1b4nZRUA","Panera Bread","150 Allendale Rd","King of Prussia","PA","19406",40.089985,-75.382315,2.5,58,1
"275",621,"lB6jIOb1UBATmdfot4KJew","Soco's Gyros","5530 S Lindbergh Blvd","Saint Louis","MO","63123",38.5245347,-90.355678,4,126,1
"276",624,"cm0bhBDPM3bjBefmEXa3BQ","Nudy's Cafe - Chadds Ford","240 Painters' Crossing","Chadds Ford","PA","19317",39.8808598,-75.5482765,3.5,63,1
"277",625,"MObScX791gFEwtkoFA9GQg","Creekside Inn","197 E Ave","Woodstown","NJ","08098",39.65126,-75.31747,3.5,20,1
"278",627,"3c9TiufCFT2yXXj3R08Vwg","Snellgroves Restaurant","109 S Collins St","Plant City","FL","33563",28.0148425,-82.1231756,3.5,64,1
"279",628,"TJe1ZGe-X0-GjOQd00kKxA","Brixx Craft House","7700 W State St, Ste 100","Boise","ID","83714",43.671633,-116.283591,4,115,1
"280",631,"V8uKFuHyHKSOWojuhcP-2A","Rita's Italian Ice","390 York Rd","Warminster","PA","18974",40.20092,-75.1014011,4,8,1
"281",634,"nHUJCK-Ek_lAVTSyEz9GEQ","Adventure Coast Fun Park","9227 County Line Rd","Spring Hill","FL","34608",28.4352625,-82.5669664,4.5,10,1
"282",636,"HCbJPXWXvwN-C7XfmVy3gA","Granite City Food & Brewery","49 W Maryland St, Ste B03A","Indianapolis","IN","46204",39.7664200969,-86.1592453161,3.5,258,0
"283",639,"jZoeTGRfhG9n_Jo6VMqwxw","Sushi Wasabi","5714 111 Street NW","Edmonton","AB","T6H 3G1",53.4945772799,-113.517946463,4,57,1
"284",640,"SBgr-5n-kV3EeZztYsstUQ","Locust Lane Craft Brewery","50 Three Tun Rd, Ste 4","Malvern","PA","19355",40.035282,-75.5552598633,4.5,29,1
"285",646,"A1lAqN3SOaBLoo6NqVcy4Q","McDonald's","11110 Causeway Blvd","Brandon","FL","33511",27.925332,-82.325395,2,6,1
"286",650,"O0YHVrUtxbsEhQ4qaWkVaw","Boston Pizza","10115 Princess Elizabeth Avenue NW","Edmonton","AB","T5G 0X9",53.5695004,-113.494179,2.5,6,0
"287",652,"kGjpBqAqG4mIuFSgU2KKEA","The Royal Indian Cuisine","272 S 20th St","Philadelphia","PA","19103",39.948365,-75.1744997,4,28,1
"288",658,"L9CKPOoI51LNnRW8B1M8CQ","Dot's Dairy Bar","3802 Bristol Oxford Valley Rd","Levittown","PA","19057",40.136096,-74.873249,4,9,0
"289",660,"kLSEk3qXY1KdtFjxHJ9pww","McDonald's","501 Franklin Mill Cir","Philadelphia","PA","19154",40.0884161,-74.9650112,1.5,20,1
"290",662,"uKEabBQrn0gLzvTppOrKIA","Casita Taqueria","2701 4th St","Saint Petersburg","FL","33704",27.7969762597,-82.6381678127,4.5,207,1
"291",663,"epGYbd0_OeSxsSkw-Kx5Rg","Hippie Hi","1814 Drew St","Clearwater","FL","33764",27.9684516983,-82.7621585038,4,16,0
"292",666,"8JEOmVGQffkr6xtn4vvplQ","Pita Kebob","3028 E College Ave","Ruskin","FL","33570",27.713401,-82.394372,4,142,1
"293",670,"cogiJiOXN5fDu7jnkYEkfQ","Kroger","6220 Guilford Ave","Indianapolis","IN","46220",39.8688265,-86.1438939,3.5,25,0
"294",671,"rF0xI_3jjlsEKp3N0Z0BuQ","Trattoria Totaro","639 Spring Mill Ave","Conshohocken","PA","19428",40.0750524,-75.2945235,4,135,1
"295",673,"YQxZzSbGJl_4Ul2EGXYAqQ","Mount Mogrit Gourmet",NA,"Reno","NV","89501",39.526407,-119.812194,4,8,0
"296",676,"qma1sGQv7ArUtzuUTQElRg","Katie's Pizza & Pasta Osteria","14171 Clayton Rd","Town and Country","MO","63017",38.62468,-90.5150663,4,313,1
"297",678,"zjQDk4tZyhEroyqtkgvx0g","The Cobblestone Eatery and Drinkery","115 W St Louis St","Lebanon","IL","62254",38.6041071,-89.8085329,3.5,52,1
"298",679,"adb1hOYICrJ1Ix8M0sRpbw","Kuzina By Sofia","404 Rt 70 W","Cherry Hill","NJ","08034",39.9124556,-75.0022657,3,125,0
"299",681,"EEc3X2r94uNhCz_jOTSzHg","Blackrock Brewers","1664 South Research Lp, Ste 200","Tucson","AZ","85710",32.2014539061,-110.823107399,4.5,35,1
"300",683,"HxlFnUI9-RNKlKD2zUwzWQ","Skippack Sweet Spot","4019 Skippack Pike","Skippack","PA","19474",40.223222,-75.399023,3.5,18,1
"301",688,"kfGz2E7Y5FLXJyiKbQYfZg","The Irish Times","629 S 2nd St","Philadelphia","PA","19147",39.9403745,-75.1456109,3.5,44,0
"302",689,"H3JjbID9Zhukpqr9uupHAA","Jackson's Bar & Bistro - Nashville","1800 21st Ave S","Nashville","TN","37212",36.1366299,-86.8004366,3,402,0
"303",691,"-kY_HDP7IMvGl-kBIZVU4A","Dune Coffee Roasters - Anacapa","528 Anacapa St","Santa Barbara","CA","93101",34.4189939,-119.6950684,4,320,1
"304",692,"O5zuQH_YowDC-rsK8ZEXCA","Tin Drum Asia Cafe","3867Tampa Rd, Ste 305","Tampa","FL","34677",28.0451503082,-82.6812278379,3,62,0
"305",694,"jsQQu9rVerR3OGxIa0hRQQ","Kelly's Taproom","1107 Lancaster Ave","Bryn Mawr","PA","19010",40.024588,-75.3242387,3,63,1
"306",702,"Hp3Ony7yW60VPuWHQFIIHA","Frady's One Stop Food Store","3231 Dauphine St","New Orleans","LA","70117",29.963974,-90.0426042,4.5,73,1
"307",703,"UX3eq0WsVva-cqlVrzyzFg","Cantina Los Tres Hombres","926 Victorian Ave","Sparks","NV","89431",39.5351105,-119.7548567,3,284,1
"308",706,"Yas-A9Jf07TJCIcgZny04w","China City Restaurant","1221 4th St N","Saint Petersburg","FL","33701",27.7846206,-82.6383517,2.5,14,0
"309",707,"1o_M5JdOkJJFNj1rIDIlng","The Juice Pod","11 W Woodland Ave","Springfield","PA","19064",39.9249328,-75.3402158,4,19,1
"310",709,"aSJdDcspNCf-2oNF2E6SJQ","White Castle","5231 Jennings Station Rd","Jennings","MO","63136",38.7061191433,-90.2701565031,2,6,1
"311",712,"Q-a-DzqRufrPL6EcUDpyag","Dierbergs Markets","2021 Zumbehl Rd","Saint Charles","MO","63303",38.7825309858,-90.5346399689,3.5,23,1
"312",719,"hDiCHlTXKGUj1Yh4tq223w","Pasquales","3469 Kentucky Ave","Indianapolis","IN","46221",39.7132613,-86.2360801,3,26,1
"313",720,"GInRkBWvuyJCjFVHYdzkPQ","Licata's Italian Deli","15 Moser Rd","Pottstown","PA","19464",40.2427158,-75.6180811,4.5,8,0
"314",721,"JQ75_672GKJQ3tK1togIWw","Golden Capital Restaurant","180 - 1020 Sherwood Drive","Sherwood Park","AB","T8A 2G4",53.5126039502,-113.3179124712,3.5,8,1
"315",722,"Ju5N_-2Jk374uBu4zaxGAA","Yogurt Court","6932 W State St","Boise","ID","83714",43.6675459002,-116.2767655402,2.5,7,0
"316",726,"sophKEDc2rBDe-cuOaJDkA","365 Caffe Italiano","28210 Paseo Dr, Ste 100, Shops At Wiregrass","Wesley Chapel","FL","33543",28.187946572,-82.3500558385,4.5,127,1
"317",727,"18eWJFJbXyR9j_5xfcRLYA","Siam Elephant","509 Linden Ave","Carpinteria","CA","93013",34.3965102,-119.5216815,4.5,460,1
"318",728,"vMp55ea__Pk0fYbBDCn6jg","Dunkin'","808 E Bloomingdale Ave","Brandon","FL","33511",27.8940624,-82.2719595,2,23,1
"319",730,"feVi5a5xZaahs4WsUfi1tw","CVS Pharmacy","3771 Tampa Rd","Oldsmar","FL","34677",28.0439,-82.6769,3.5,17,1
"320",731,"PdMXmOWDRHICAx6SLgu1dQ","24","2401 Walnut St","Philadelphia","PA","19103",39.9515211,-75.1798731,3.5,111,0
"321",733,"KsDY9IYqvumohkp74w5i6A","Jersey Mike's Subs","910 Haddonfield-Berlin Rd","Voorhees","NJ","08043",39.848349,-74.97713,4,21,1
"322",735,"hK59rATCI9o_rmeQu57RWw","De Ville Coffee House & Creperie","508 Dumaine St","New Orleans","LA","70116",29.958501,-90.06163,4.5,36,0
"323",738,"VK5NEKDHnZG8YcAw2JpaWw","Spring Hollow Golf Club","3350 Schuylkill Rd","Spring City","PA","19475",40.185507,-75.574882,3,29,1
"324",742,"dD2p903p8lU0IgXT3OFluA","Edgehill Cafe","1201 Villa Pl","Nashville","TN","37212",36.1429685,-86.7923549,3.5,245,0
"325",748,"dBCNUSbz5-8nQNrxWo5deg","Blue Sage Vegetarian Grille","727 2nd St Pike","Southampton","PA","18966",40.1751076427,-75.0432257715,4.5,572,1
"326",755,"zQ3tnBABoypncWu5oW2bKA","Huddles Frozen Yogurt","110 W Main St, Ste 115","Carmel","IN","46032",39.978629,-86.1287849,4.5,19,0
"327",758,"6mCsrUp9Vl4iXMbOxWtVjA","Dosa Hut Indian Grill","4047 Nolensville Pike","Nashville","TN","37211",36.0810108,-86.7280648,4,99,0
"328",759,"71U7MxQEhwitJOm4CQpRwQ","KELP Sushi Joint","3401 W Bay To Bay Blvd, Ste D","Tampa","FL","33629",27.920067,-82.4989209,4,325,1
"329",762,"mYbEGFsRcA0tfUNSYcBJMA","Golden River Restaurant","8 E Scott St, Ste 10","Riverside","NJ","08075",40.0377027,-74.9592809,5,8,1
"330",764,"Mt1FB8hM4XTi3Tk4i0q5gQ","Nicola's Pizza","8 N Franklin St","Lambertville","NJ","08530",40.3664177,-74.9416785,4,54,1
"331",766,"3vTG6LQyr3obzfvrK1l1hA","7-Eleven","15 Eagle Canyon Dr","Sparks","NV","89441",39.6385027425,-119.7128690779,2,12,1
"332",768,"_-SSObHzljeA11HAF0lIrQ","Hardee's","4116 W Hillsborough Ave","Tampa","FL","33614",27.9955205,-82.512474,2.5,27,0
"333",770,"2DsplH_vy4GCcEnVpn0AbA","Cafe Olivia","222 E Market St","Indianapolis","IN","46204",39.768973,-86.153309,4.5,34,1
"334",771,"sWCCxY1-9B1FGlSVeQvnHg","CD Roma Restaurant","1462 66th St N","St Petersburg","FL","33710",27.7854888011,-82.7302946082,4,125,1
"335",777,"wcpL6sD6jKsBO0tbdK2KEA","McDonald's","8907 E 116th St","Fishers","IN","46038",39.9575816,-86.0106627,2,34,1
"336",778,"k6NkyANDoAMSNpa9_VD8IQ","Rosa Mezcal","1814 Magazine St","New Orleans","LA","70130",29.9316559894,-90.0736488057,4,76,0
"337",779,"ZH-D4qbLggBSvwpF0zXrQQ","The Original Pancake House","5900 W Fariview Ave","Boise","ID","83704",43.6192456,-116.2546881,4,155,1
